pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2026-01-01 The imprint of AGN activity on molecular gas measurements in MaNGA-selected AGN at $z <0.12$ In press. Reuter, Lenk. (2015). "The imprint of AGN activity on molecular gas measurements in MaNGA-selected AGN at $z <0.12$"  <i>in press </i>. 1(3).	The imprint of AGN activity on molecular gas measurements in MaNGA-selected AGN at $z <0.12$	
